811601.9138,925.525,-0.00021804
826576.9504,924.885,-0.000208961
841828.2947,925.655,-0.000203733
857361.0446,921.31,-0.000195133
873180.3926,922.835,-0.000190898
889291.6267,920.84,-0.00018428
905700.1326,918.505,-0.000178186
922411.3952,920.22,-0.00017675
939431.0008,918.535,-0.000167838
956764.6387,917.405,-0.000165206
974418.1032,916.585,-0.000159783
992397.2955,914.455,-0.000153588
1010708.226,916.815,-0.0001486
1029357.014,916.105,-0.000145567
1048349.896,913.31,-0.000140367
1067693.219,912.76,-0.000134698
1087393.45,913.915,-0.000130296
1107457.174,911.125,-0.000126134
1127891.098,911.25,-0.000121853
1148702.053,910.35,-0.000118451
1169896.995,910.785,-0.000115377
1191483.009,909.875,-0.000111305
1213467.311,907.785,-0.000108349
1235857.25,908.56,-0.000103594
1258660.311,908.59,-0.000101259
1281884.116,908.81,-9.80783E-05
1305536.428,906.27,-9.51885E-05
1329625.154,906.1,-9.14852E-05
1354158.345,904.065,-8.88072E-05
1379144.204,904.155,-8.5445E-05
1404591.083,905.78,-8.29523E-05
1430507.486,903.275,-8.03883E-05
1456902.079,901.47,-7.69458E-05
1483783.684,902.495,-7.48512E-05
1511161.288,901.84,-7.18259E-05
1539044.041,900.545,-6.99947E-05
1567441.264,899.285,-6.76472E-05
1596362.451,900.22,-6.54811E-05
1625817.268,900.06,-6.26251E-05
1655815.563,898.215,-6.09941E-05
1686367.362,897.985,-5.83856E-05
1717482.879,898.81,-5.68469E-05
1749172.515,897.17,-5.66153E-05
1781446.863,895.585,-5.44047E-05
1814316.712,894.615,-5.20325E-05
1847793.049,895.575,-5.01114E-05
1881887.065,896.11,-4.84623E-05
1916610.157,895.25,-4.71794E-05
1951973.932,895.86,-4.6612E-05
1987990.211,893.855,-4.4374E-05
2024671.035,893.1,-4.2014E-05
2062028.663,893.175,-4.15583E-05
2100075.586,893.615,-3.97498E-05
2138824.52,893.855,-3.8841E-05
2178288.418,893.03,-3.77565E-05
2218480.474,890.79,-3.63841E-05
2259414.121,891.105,-3.54508E-05
2301103.044,892.58,-3.42062E-05
2343561.177,891.16,-3.3278E-05
2386802.715,889.95,-3.16983E-05
2430842.111,889.705,-3.11787E-05
2475694.087,889.015,-2.98133E-05
2521373.637,887.75,-2.94607E-05
2567896.029,888.695,-2.82815E-05
2615276.816,888.75,-2.76588E-05
2663531.836,888.465,-2.66135E-05
2712677.219,886.95,-2.62265E-05
2762729.394,888.07,-2.48598E-05
2813705.092,888.095,-2.39865E-05
2865621.353,888.885,-2.34262E-05
2918495.532,885.825,-2.32207E-05
2972345.304,886.995,-2.2457E-05
3027188.668,886.585,-2.15388E-05
3083043.96,885.33,-2.06196E-05
3139929.849,884.34,-2.06403E-05
3197865.351,886.695,-1.95939E-05
3256869.834,885.47,-1.95438E-05
3316963.021,883.49,-1.83986E-05
3378164.999,884.495,-1.78231E-05
3440496.228,884.1,-1.77426E-05
3503977.544,883.415,-1.71338E-05
3568630.167,883.73,-1.67472E-05
3634475.708,882.685,-1.5766E-05
3701536.18,884.62,-1.56794E-05
3769833.998,882.065,-1.53999E-05
3839391.994,882.565,-1.44776E-05
3910233.419,883.165,-1.40286E-05
3982381.954,881.64,-1.34116E-05
4055861.716,882.09,-1.35176E-05
4130697.269,881.205,-1.30621E-05
4206913.629,880.465,-1.27995E-05
4284536.272,879.825,-1.23538E-05
4363591.147,881.245,-1.18469E-05
4444104.68,881.61,-1.18704E-05
4526103.786,878.565,-1.15243E-05
4609615.873,879.985,-1.11982E-05
4694668.86,880.73,-1.06272E-05
4781291.177,879.51,-1.07185E-05
4869511.781,879.89,-1.04671E-05
4959360.162,878.345,-1.03439E-05
5050866.354,878.925,-9.87174E-06
5144060.945,878.195,-9.53408E-06
5238975.09,878.125,-9.24912E-06
5335640.515,875.985,-9.09552E-06
5434089.535,877.145,-8.84489E-06
5534355.057,877.395,-8.60722E-06
5636470.6,878.495,-8.20119E-06
5740470.298,875.555,-8.40733E-06
5846388.917,878.98,-8.42435E-06
5954261.862,874.955,-7.73638E-06
6064125.193,875.7,-7.61846E-06
6176015.636,875.19,-7.46521E-06
6289970.592,874.84,-7.22455E-06
6406028.155,874.85,-6.96765E-06
6524227.121,875.68,-6.82744E-06
6644607,874.115,-6.94361E-06
6767208.034,875.31,-6.70359E-06
6892071.205,873.125,-6.48423E-06
7019238.253,873.815,-6.47699E-06
7148751.686,874.625,-6.37543E-06
7280654.799,872.38,-5.98806E-06
7414991.684,872.345,-5.8571E-06
7551807.247,872.15,-5.64971E-06
7691147.222,874.16,-5.45115E-06
7833058.188,873.19,-5.32891E-06
7977587.584,872.63,-5.07673E-06
8124783.721,872.66,-5.036E-06
8274695.805,873.265,-5.17714E-06
8427373.948,872.18,-5.0328E-06
8582869.188,872.085,-4.92041E-06
8741233.503,871.265,-4.69294E-06
8902519.831,870.665,-4.58792E-06
9066782.087,871.625,-4.50614E-06
9234075.18,871.535,-4.52223E-06
9404455.033,870.57,-4.52659E-06
9577978.6,870.505,-4.41217E-06
9754703.887,868.395,-4.29818E-06
9934689.969,869.085,-4.15875E-06
10117997.01,869.285,-4.06964E-06
10304686.29,868.95,-4.02113E-06
10494820.21,869.105,-4.01937E-06
10688462.34,868.72,-3.88936E-06
10885677.39,868.845,-3.98297E-06
11086531.3,868.91,-3.77433E-06
11291091.21,869.405,-3.77131E-06
11499425.5,868.23,-3.68979E-06
11711603.8,867.89,-3.68585E-06
11927697.05,868.53,-3.52866E-06
12147777.49,867.195,-3.59849E-06
12371918.67,868.08,-3.44443E-06
12600195.53,866.435,-3.45138E-06
12832684.37,867.395,-3.26339E-06
13069462.92,868.52,-3.29461E-06
13310610.31,866.925,-3.21016E-06
13556207.17,865.415,-3.13778E-06
13806335.58,866.42,-3.12894E-06
14061079.17,866.595,-3.02504E-06
14320523.08,866.08,-3.03382E-06
14584754.05,867.71,-2.91392E-06
14853860.4,866.28,-3.00518E-06
15127932.08,866.87,-2.88387E-06
15407060.72,867.41,-2.9723E-06
15691339.62,866.705,-2.85886E-06
15980863.81,865.27,-2.76437E-06
16275730.07,867.24,-2.72654E-06
16576036.97,866.225,-2.7256E-06
16881884.9,866.57,-2.76765E-06
17193376.09,865.05,-2.61055E-06
17510614.67,865.925,-2.65185E-06
17833706.68,866.1,-2.65077E-06
18162760.14,864.35,-2.57102E-06
18497885.02,865.35,-2.58634E-06
18839193.37,862.235,-2.54327E-06
19186799.27,864.175,-2.51505E-06
19540818.91,863.195,-2.4965E-06
19901370.65,863.385,-2.36171E-06
20268575,863.98,-2.36164E-06
20642554.72,863.145,-2.30836E-06
21023434.82,864.91,-2.37277E-06
21411342.61,862.445,-2.3282E-06
21806407.77,862.44,-2.28196E-06
22208762.36,862.22,-2.34594E-06
22618540.89,862.98,-2.28662E-06
23035880.31,862.845,-2.2947E-06
23460920.16,864.005,-2.2997E-06
23893802.51,862.245,-2.2681E-06
24334672.06,862.755,-2.20675E-06
24783676.18,863.695,-2.23111E-06
25240964.97,861.98,-2.28508E-06
25706691.3,863.96,-2.24904E-06
26181010.84,860.8,-2.23802E-06
26664082.15,860.805,-2.22818E-06
27156066.7,862.825,-2.13367E-06
27657128.97,863.275,-2.13146E-06
28167436.44,860.925,-2.12254E-06
28687159.71,861.51,-2.13423E-06
29216472.49,861.04,-2.12266E-06
29755551.74,860.95,-2.08932E-06
30304577.65,860.395,-2.08063E-06
30863733.75,860.875,-2.06278E-06
31433206.96,860.1,-2.09514E-06
32013187.63,859.965,-2.09145E-06
32603869.66,860.11,-2.02715E-06
33205450.48,860.06,-2.05353E-06
33818131.19,860.315,-2.0455E-06
34442116.6,858.105,-1.97764E-06
35077615.3,858.95,-1.99823E-06
35724839.72,858.765,-1.96633E-06
36384006.21,857.985,-2.00514E-06
37055335.12,858.075,-1.97147E-06
37739050.86,859.515,-1.9536E-06
38435381.98,857.12,-1.98051E-06
39144561.26,857.3,-1.96362E-06
39866825.74,859.08,-1.92401E-06
40602416.89,857.395,-1.93881E-06
41351580.57,856.44,-1.95187E-06
42114567.24,856.505,-1.90388E-06
42891631.93,855.665,-1.91413E-06
43683034.4,855.92,-1.90741E-06
44489039.21,855.49,-1.92308E-06
45309915.78,852.49,-1.89712E-06
46145938.51,853.785,-1.92376E-06
46997386.88,854.75,-1.89473E-06
47864545.49,853.545,-1.90298E-06
48747704.24,855.09,-1.94385E-06
49647158.32,853.79,-1.84848E-06
50563208.43,854.305,-1.86941E-06
51496160.76,853.25,-1.84166E-06
52446327.2,852.385,-1.88292E-06
53414025.35,852.92,-1.8621E-06
54399578.71,852.66,-1.86739E-06
55403316.72,851.395,-1.86189E-06
56425574.9,851.83,-1.85819E-06
57466694.99,852.005,-1.83761E-06
58527025,849.565,-1.8281E-06
59606919.38,848.965,-1.8207E-06
60706739.12,848.7,-1.82342E-06
61826851.87,846.515,-1.83331E-06
62967632.04,847.745,-1.81554E-06
64129461,847.695,-1.83011E-06
65312727.1,846.98,-1.82611E-06
66517825.89,846,-1.81304E-06
67745160.21,844.96,-1.82093E-06
68995140.33,844.57,-1.82301E-06
70268184.1,845.205,-1.802E-06
71564717.06,844.62,-1.80695E-06
72885172.63,842.125,-1.78442E-06
74229992.2,840.995,-1.79987E-06
75599625.31,842.57,-1.77764E-06
76994529.81,839.095,-1.78772E-06
78415171.99,838.66,-1.79556E-06
79862026.73,837.54,-1.79171E-06
81335577.69,837.36,-1.77893E-06
82836317.45,836.535,-1.77051E-06
84364747.67,835.66,-1.77052E-06
85921379.28,836.21,-1.7758E-06
87506732.63,835.035,-1.77291E-06
89121337.66,832.3,-1.76669E-06
90765734.1,834.42,-1.77531E-06
92440471.65,831.96,-1.76025E-06
94146110.13,830.89,-1.76593E-06
95883219.7,830.57,-1.76034E-06
97652381.05,825,-1.75029E-06
99454185.56,825.24,-1.75594E-06
101289235.5,824.155,-1.74285E-06
103158144.4,822.23,-1.73311E-06
105061536.9,821.335,-1.72805E-06
107000049.3,820.435,-1.73961E-06
108974329.6,819.51,-1.73707E-06
110985037.8,816.52,-1.73964E-06
113032845.9,817.13,-1.72753E-06
115118438.6,811.3,-1.72147E-06
117242513,810.345,-1.72664E-06
119405779.1,809.36,-1.73224E-06
121608960.1,809.67,-1.6981E-06
123852792.5,808.17,-1.71163E-06
126138026.3,803.715,-1.69706E-06
128465425.4,800.46,-1.68677E-06
130835767.8,800.01,-1.70447E-06
133249846,797.385,-1.70114E-06
135708466.7,794.08,-1.67901E-06
138212452,792.06,-1.68796E-06
140762638.9,789.46,-1.67197E-06
143359879.8,786.46,-1.66434E-06
146005042.9,784.59,-1.652E-06
148699012.5,780.22,-1.64405E-06
151442689.1,778.93,-1.64692E-06
154236989.9,775.88,-1.63823E-06
157082848.8,774.21,-1.63305E-06
159981217.3,769.595,-1.61483E-06
162933064.2,766.72,-1.63137E-06
165939376.3,762.375,-1.61279E-06
169001158.4,757.5,-1.60972E-06
172119434.2,757.27,-1.60161E-06
175295245.8,753.7,-1.5969E-06
178529655.1,750.53,-1.5801E-06
181823743.1,745.51,-1.56974E-06
185178611,742.82,-1.56228E-06
188595380.3,737.79,-1.55786E-06
192075193.1,732.55,-1.54178E-06
195619212.7,728.605,-1.53683E-06
199228623.7,725.14,-1.52263E-06
202904632.7,722.175,-1.51515E-06
206648468.6,717.715,-1.50656E-06
210461382.7,712.1,-1.48874E-06
214344649.7,709.46,-1.48914E-06
218299567.7,705.365,-1.46851E-06
222327458.7,700.495,-1.45882E-06
226429669.1,694.14,-1.44757E-06
230607570.3,689.09,-1.42895E-06
234862558.8,684.835,-1.42243E-06
239196057,679.715,-1.40842E-06
243609513.5,675.69,-1.39805E-06
248104403.6,668.575,-1.38748E-06
252682229.9,664.945,-1.36745E-06
257344522.5,659.74,-1.35364E-06
262092840.2,655.355,-1.3424E-06
266928770,648.66,-1.32543E-06
271853928.6,644.3,-1.31495E-06
276869962.3,638.14,-1.3063E-06
281978547.9,633.17,-1.2917E-06
287181393,628.05,-1.27657E-06
292480237,622.54,-1.26328E-06
297876851,615.73,-1.24085E-06
303373039.1,610.855,-1.23458E-06
308970638.5,604.14,-1.2174E-06
314671520.4,600.095,-1.20692E-06
320477590.5,594.11,-1.18999E-06
326390789.5,586.885,-1.17924E-06
332413094.3,580.505,-1.16481E-06
338546517.8,575.275,-1.14868E-06
344793110.4,569.59,-1.13936E-06
351154960.3,563.045,-1.12738E-06
357634193.9,557.09,-1.11027E-06
364232977.2,549.505,-1.09905E-06
370953516.1,543.82,-1.08242E-06
377798057,537.86,-1.07079E-06
384768888,531.245,-1.06145E-06
391868339.2,523.83,-1.0441E-06
399098783.9,516.265,-1.03259E-06
406462639.1,509.18,-1.02149E-06
413962366.3,500.945,-1.00699E-06
421600472.5,493.8795,-9.94331E-07
429379511,485.941,-9.79492E-07
437302082.2,478.4645,-9.66395E-07
445370834.4,470.9585,-9.54282E-07
453588464.8,463.237,-9.40046E-07
461957720.5,454.443,-9.28559E-07
470481399,445.4115,-9.09898E-07
479162349.7,434.9675,-8.99432E-07
488003474.5,425.667,-8.84719E-07
497007728.7,417.183,-8.6851E-07
506178122.3,407.999,-8.5164E-07
515517720.7,398.7395,-8.35589E-07
525029646,390.437,-8.18638E-07
534717077.8,381.151,-8.03891E-07
544583254.5,373.257,-7.87075E-07
554631474,362.6955,-7.70419E-07
564865095.4,352.719,-7.52412E-07
575287539.4,343.5755,-7.33816E-07
585902290.2,333.278,-7.15331E-07
596712895.9,325.268,-6.97187E-07
607722970.4,317.069,-6.78599E-07
618936194,309.376,-6.60875E-07
630356315.2,302.867,-6.41349E-07
641987151.5,297.4045,-6.26242E-07
653832590.7,291.2005,-6.1156E-07
665896592.6,284.638,-5.95884E-07
678183189.9,276.1015,-5.8383E-07
690696489.8,266.3235,-5.68004E-07
703440675.3,256.3585,-5.52947E-07
716420006.3,248.781,-5.33702E-07
729638821.7,241.989,-5.17143E-07
743101540.3,236.2365,-5.00847E-07
756812662.2,230.486,-4.84308E-07
770776771,225.0395,-4.69481E-07
784998534.4,220.861,-4.54391E-07
799482706.6,216.374,-4.39469E-07
814234129.3,212.0615,-4.24899E-07
829257733.5,207.9575,-4.11819E-07
844558541.5,204.788,-3.98896E-07
860141667.8,201.506,-3.87483E-07
876012321.6,198.2445,-3.7629E-07
892175808.2,195.057,-3.65786E-07
908637530.7,191.6455,-3.56562E-07
925402991.9,188.103,-3.47319E-07
942477796.1,184.425,-3.38206E-07
